user_id,action_date,action_name,error_message,device,type_of_purchase
455382,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
455384,2022-12-02,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
455390,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455392,2022-12-02,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
455418,2022-12-02,checkout_machine-learning-process-a-z_completepayment.click.success,NULL,mobile,"single course"
455437,2023-01-23,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
455472,2022-12-02,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
455587,2022-12-09,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455634,2022-12-07,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
455636,2022-12-06,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
455687,2022-12-03,checkout_machine-learning-process-a-z_completepayment.click.success,NULL,desktop,"single course"
455748,2022-12-05,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
455769,2022-12-08,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
455806,2022-12-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
455904,2022-12-10,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
456031,2022-12-05,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
456032,2022-12-05,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
456033,2022-12-05,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
456054,2022-12-05,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
456181,2022-12-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
456183,2022-12-05,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
456204,2022-12-12,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
456228,2022-12-06,checkout_machine-learning-process-a-z_completepayment.click.success,NULL,desktop,"single course"
456245,2022-12-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
456249,2022-12-06,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
456261,2023-01-02,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
456262,2022-12-06,checkout_data-strategy_completepayment.click.fail,"month field is required",mobile,"single course"
456370,2022-12-06,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
456402,2022-12-18,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
456407,2022-12-06,checkout_machine-learning-process-a-z_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"single course"
456413,2022-12-09,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
456438,2022-12-12,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
456451,2022-12-07,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"monthly package"
456452,2022-12-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
456533,2023-01-17,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
456543,2022-12-16,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
456578,2022-12-27,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
456597,2022-12-07,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
456670,2022-12-15,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
456676,2022-12-08,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
456705,2023-01-19,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
456760,2022-12-08,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
456767,2022-12-09,checkout_business_completepayment.click.success,NULL,desktop,"single course"
456777,2022-12-08,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
456808,2023-01-17,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
456934,2022-12-13,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
456953,2023-01-19,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
456968,2022-12-09,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
456969,2022-12-09,checkout_quarterly_completepayment.click.fail,"Your card was declined.",desktop,"quarterly package"
457054,2022-12-11,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
457140,2022-12-10,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
457144,2022-12-10,checkout_quarterly_completepayment.click.success,NULL,desktop,"quarterly package"
457199,2022-12-10,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
457206,2022-12-10,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
457223,2022-12-10,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
457249,2022-12-13,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
457261,2023-01-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
457286,2022-12-16,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
457309,2022-12-11,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
457417,2023-01-06,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
457598,2022-12-14,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
457609,2023-01-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
457787,2022-12-19,checkout_quarterly_completepayment.click.fail,"number field is required",mobile,"quarterly package"
457887,2022-12-13,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
458025,2022-12-19,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
458068,2023-01-05,checkout_quarterly_completepayment.click.fail,"Your card is not supported.",desktop,"quarterly package"
458094,2022-12-15,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
458098,2022-12-14,checkout_coins_completepayment.click.fail,"State field is required",desktop,"single course"
458153,2022-12-19,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
458163,2022-12-15,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
458216,2022-12-15,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
458228,2022-12-15,checkout_quarterly_completepayment.click.fail,"year field is required",desktop,"quarterly package"
458251,2023-01-20,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
458298,2022-12-17,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
458353,2022-12-16,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
458371,2022-12-15,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
458378,2022-12-15,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
458387,2022-12-15,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
458395,2022-12-16,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
458403,2022-12-22,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
458420,2022-12-16,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
458421,2023-01-10,checkout_quarterly_completepayment.click.fail,"year field is required",desktop,"quarterly package"
458534,2022-12-23,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
458552,2022-12-16,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
458557,2022-12-17,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
458634,2022-12-17,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
458666,2022-12-17,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
458727,2022-12-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
458799,2022-12-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
458832,2022-12-18,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
458853,2022-12-29,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
458926,2023-01-19,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
459012,2022-12-19,checkout_annual_completepayment.click.fail,"Your card has expired.",desktop,"annual package"
459141,2023-01-31,checkout_monthly_completepayment.click.fail,"number field is required",mobile,"monthly package"
459147,2023-01-31,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
459163,2022-12-20,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
459269,2022-12-20,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
459287,2022-12-20,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
